Transaction Code,Customer Id,Age,Job,Marital,Education,Default,Account Balance,Housing,Loan,Contact,Day,Month,Date,Call Duration,Campaign Id,Campaign,Time Between Campaigns,# of Calls,Campaign Success,Purchased Product
1-360-128X,360,26,student,single,secondary,no,2572,yes,no,cellular,5,may,5/5/2015,620,1,Life Insurance,-1,0,unknown,no
1-366-129X,366,23,student,single,secondary,no,780,no,no,cellular,16,sep,9/16/2015,267,1,Life Insurance,-1,0,unknown,no
1-368-130X,368,32,management,single,tertiary,no,8436,yes,no,cellular,17,apr,4/17/2015,245,1,Life Insurance,149,2,failure,no
1-369-131X,369,60,technician,single,primary,no,11262,no,no,cellular,26,aug,8/26/2015,323,1,Life Insurance,-1,0,unknown,yes
1-370-132X,370,30,entrepreneur,married,secondary,no,946,yes,no,cellular,19,nov,11/19/2015,1065,1,Life Insurance,183,1,other,no
1-372-133X,372,60,retired,married,primary,no,55,no,no,cellular,4,jun,6/4/2015,207,1,Life Insurance,-1,0,unknown,no
1-374-134X,374,51,technician,married,secondary,no,-379,yes,no,cellular,5,aug,8/5/2015,261,1,Life Insurance,-1,0,unknown,no
1-375-135X,375,42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,5/11/2015,80,1,Life Insurance,308,4,failure,no
1-379-136X,379,53,technician,divorced,primary,no,7290,yes,no,unknown,30,may,5/30/2015,153,1,Life Insurance,-1,0,unknown,no
1-380-137X,380,27,services,single,secondary,no,468,yes,no,cellular,13,may,5/13/2015,109,1,Life Insurance,-1,0,unknown,no
1-381-138X,381,39,blue-collar,married,secondary,no,0,yes,no,cellular,30,apr,4/30/2015,53,1,Life Insurance,325,1,failure,no
1-382-139X,382,39,blue-collar,married,primary,no,3705,yes,no,unknown,16,jun,6/16/2015,77,1,Life Insurance,-1,0,unknown,no
1-386-140X,386,45,blue-collar,married,primary,no,61,no,no,cellular,17,apr,4/17/2015,108,1,Life Insurance,-1,0,unknown,no
1-389-141X,389,32,blue-collar,married,secondary,no,1005,no,no,cellular,12,may,5/12/2015,215,1,Life Insurance,-1,0,unknown,no
1-393-142X,393,64,retired,married,unknown,no,2923,no,no,cellular,12,mar,3/12/2015,120,1,Life Insurance,-1,0,unknown,no
1-397-143X,397,34,admin.,married,secondary,no,613,yes,no,cellular,4,jun,6/4/2015,80,1,Life Insurance,-1,0,unknown,no
1-402-144X,402,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,7/8/2015,681,1,Life Insurance,-1,0,unknown,yes
1-403-145X,403,27,blue-collar,single,secondary,no,148,no,no,cellular,22,jul,7/22/2015,203,1,Life Insurance,-1,0,unknown,no
1-405-147X,405,50,blue-collar,married,secondary,no,887,no,no,unknown,16,jun,6/16/2015,287,1,Life Insurance,-1,0,unknown,no
1-407-148X,407,41,technician,married,tertiary,no,744,yes,no,unknown,14,may,5/14/2015,125,1,Life Insurance,-1,0,unknown,no
1-410-149X,410,54,admin.,married,secondary,no,0,no,no,cellular,28,jan,1/28/2015,161,1,Life Insurance,98,2,failure,yes
1-412-150X,412,34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,2/2/2015,342,1,Life Insurance,-1,0,unknown,no
1-413-151X,413,75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,11/16/2015,262,1,Life Insurance,183,1,failure,yes
1-419-152X,419,39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,7/17/2015,330,1,Life Insurance,-1,0,unknown,no
1-420-153X,420,46,technician,married,secondary,no,1322,yes,yes,cellular,19,nov,11/19/2015,514,1,Life Insurance,-1,0,unknown,no
1-421-154X,421,42,admin.,divorced,secondary,no,1076,yes,no,unknown,14,may,5/14/2015,213,1,Life Insurance,-1,0,unknown,no
1-422-155X,422,37,management,married,tertiary,no,502,yes,no,cellular,7,may,5/7/2015,551,1,Life Insurance,351,1,failure,no
1-425-156X,425,36,services,single,secondary,no,342,yes,no,unknown,7,may,5/7/2015,142,1,Life Insurance,-1,0,unknown,no
1-427-157X,427,36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,5/23/2015,293,1,Life Insurance,-1,0,unknown,no
1-428-158X,428,26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,5/13/2015,107,1,Life Insurance,-1,0,unknown,no
1-430-159X,430,40,management,married,tertiary,no,542,yes,no,cellular,20,nov,11/20/2015,1816,1,Life Insurance,-1,0,unknown,no
1-432-160X,432,29,management,married,tertiary,no,20,yes,no,cellular,12,may,5/12/2015,418,1,Life Insurance,-1,0,unknown,no
1-434-161X,434,43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,5/5/2015,156,1,Life Insurance,337,3,failure,no
1-437-162X,437,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,5/7/2015,47,1,Life Insurance,-1,0,unknown,no
1-441-163X,441,37,admin.,divorced,tertiary,no,4303,yes,no,unknown,23,may,5/23/2015,168,1,Life Insurance,-1,0,unknown,no
1-446-164X,446,24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,4/20/2015,369,1,Life Insurance,-1,0,unknown,no
1-447-165X,447,31,technician,married,secondary,no,2363,yes,no,unknown,13,may,5/13/2015,247,1,Life Insurance,-1,0,unknown,no
1-448-166X,448,66,retired,married,tertiary,no,2262,no,no,cellular,22,apr,4/22/2015,155,1,Life Insurance,-1,0,unknown,no
1-449-167X,449,47,admin.,married,secondary,no,2,no,no,cellular,10,jul,7/10/2015,89,1,Life Insurance,-1,0,unknown,no
1-450-168X,450,39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,11/17/2015,180,1,Life Insurance,-1,0,unknown,no
1-451-169X,451,35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,11/18/2015,854,1,Life Insurance,-1,0,unknown,yes
1-452-170X,452,35,admin.,divorced,secondary,no,-402,yes,no,cellular,17,apr,4/17/2015,46,1,Life Insurance,-1,0,unknown,no
1-456-171X,456,42,blue-collar,married,secondary,no,117,yes,no,unknown,9,may,5/9/2015,147,1,Life Insurance,-1,0,unknown,no
1-457-172X,457,34,self-employed,single,tertiary,no,5462,no,no,cellular,30,apr,4/30/2015,430,1,Life Insurance,-1,0,unknown,yes
1-458-173X,458,25,services,single,secondary,no,402,no,yes,cellular,7,jul,7/7/2015,264,1,Life Insurance,-1,0,unknown,no
1-460-174X,460,43,management,divorced,tertiary,no,36,no,no,cellular,26,may,5/26/2015,118,1,Life Insurance,102,2,failure,no
1-463-175X,463,45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,6/1/2015,5,1,Life Insurance,-1,0,unknown,no
1-464-176X,464,35,blue-collar,divorced,secondary,no,3102,yes,no,cellular,20,nov,11/20/2015,138,1,Life Insurance,-1,0,unknown,no
1-465-177X,465,32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,9/10/2015,185,1,Life Insurance,99,5,success,yes
1-466-178X,466,59,housemaid,married,secondary,no,0,no,no,telephone,3,feb,2/3/2015,722,1,Life Insurance,99,4,failure,no
1-467-179X,467,34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,5/21/2015,748,1,Life Insurance,-1,0,unknown,no
1-468-180X,468,39,management,married,tertiary,no,-606,yes,no,unknown,26,may,5/26/2015,142,1,Life Insurance,-1,0,unknown,no
1-471-181X,471,40,management,married,tertiary,no,8969,yes,no,cellular,17,nov,11/17/2015,153,1,Life Insurance,-1,0,unknown,no
1-474-183X,474,61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,3/12/2015,212,1,Life Insurance,-1,0,unknown,yes
1-477-184X,477,48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,5/9/2015,71,1,Life Insurance,-1,0,unknown,no
1-478-185X,478,77,retired,married,tertiary,no,7802,no,no,telephone,4,may,5/4/2015,421,1,Life Insurance,92,2,success,yes
1-479-186X,479,35,services,married,secondary,no,1453,yes,no,unknown,28,may,5/28/2015,199,1,Life Insurance,-1,0,unknown,no
1-480-187X,480,54,blue-collar,married,secondary,no,1480,yes,no,unknown,14,may,5/14/2015,108,1,Life Insurance,-1,0,unknown,no
1-492-188X,492,33,services,divorced,secondary,no,991,yes,no,unknown,27,may,5/27/2015,148,1,Life Insurance,-1,0,unknown,no
1-493-189X,493,53,admin.,married,secondary,no,1796,no,no,telephone,16,mar,3/16/2015,295,1,Life Insurance,91,2,success,yes
1-496-190X,496,48,management,divorced,tertiary,no,1328,yes,no,unknown,6,may,5/6/2015,339,1,Life Insurance,-1,0,unknown,no
1-497-191X,497,50,housemaid,married,secondary,no,7317,yes,no,cellular,13,may,5/13/2015,172,1,Life Insurance,370,1,failure,no
1-505-192X,505,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,10/15/2015,231,1,Life Insurance,-1,0,unknown,no
1-509-193X,509,41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,5/12/2015,92,1,Life Insurance,-1,0,unknown,no
1-510-194X,510,30,blue-collar,single,secondary,no,315,no,no,cellular,23,jun,6/23/2015,1407,1,Life Insurance,-1,0,unknown,yes
1-511-195X,511,38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,2/6/2015,168,1,Life Insurance,212,2,failure,no
1-513-196X,513,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,2/18/2015,220,1,Life Insurance,63,5,failure,yes
1-516-197X,516,45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,4/20/2015,103,1,Life Insurance,325,4,failure,no
1-517-198X,517,34,technician,married,tertiary,no,691,yes,yes,unknown,2,jun,6/2/2015,70,1,Life Insurance,-1,0,unknown,no
1-519-199X,519,34,management,married,tertiary,no,902,yes,no,cellular,14,may,5/14/2015,159,1,Life Insurance,367,2,other,no
1-520-200X,520,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,9/11/2015,336,1,Life Insurance,81,2,other,no
1-521-201X,521,54,services,married,secondary,no,0,no,no,unknown,19,jun,6/19/2015,220,1,Life Insurance,-1,0,unknown,no
1-522-202X,522,50,entrepreneur,married,secondary,no,665,no,no,telephone,17,nov,11/17/2015,238,1,Life Insurance,-1,0,unknown,no
1-525-203X,525,45,services,married,secondary,no,-839,yes,no,unknown,28,may,5/28/2015,68,1,Life Insurance,-1,0,unknown,no
1-526-204X,526,57,retired,married,primary,no,5799,no,no,unknown,17,jun,6/17/2015,97,1,Life Insurance,-1,0,unknown,no
1-527-205X,527,27,admin.,married,secondary,no,1033,yes,no,unknown,9,may,5/9/2015,1713,1,Life Insurance,-1,0,unknown,no
1-529-206X,529,43,services,married,primary,no,2567,yes,no,cellular,14,may,5/14/2015,109,1,Life Insurance,360,2,failure,no
1-530-207X,530,40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,11/21/2015,661,1,Life Insurance,-1,0,unknown,no
1-531-208X,531,32,services,single,secondary,no,182,yes,no,cellular,6,may,5/6/2015,145,1,Life Insurance,-1,0,unknown,no
1-533-209X,533,34,admin.,single,secondary,no,663,yes,no,cellular,20,apr,4/20/2015,111,1,Life Insurance,-1,0,unknown,no
1-535-210X,535,29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,6/3/2015,136,1,Life Insurance,-1,0,unknown,no
1-536-211X,536,52,blue-collar,married,primary,no,1054,no,no,cellular,4,aug,8/4/2015,273,1,Life Insurance,-1,0,unknown,no
1-537-212X,537,45,management,married,tertiary,no,1529,no,no,cellular,30,jun,6/30/2015,160,1,Life Insurance,-1,0,unknown,no
1-539-213X,539,40,technician,married,tertiary,no,0,no,no,cellular,19,aug,8/19/2015,44,1,Life Insurance,-1,0,unknown,no
1-540-214X,540,41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,5/27/2015,239,1,Life Insurance,-1,0,unknown,no
1-544-215X,544,48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,5/6/2015,73,1,Life Insurance,-1,0,unknown,no
1-549-216X,549,39,management,single,tertiary,no,12437,no,no,telephone,18,nov,11/18/2015,40,1,Life Insurance,-1,0,unknown,no
1-550-217X,550,28,student,single,secondary,no,378,yes,no,cellular,17,apr,4/17/2015,346,1,Life Insurance,-1,0,unknown,no
1-553-218X,553,63,retired,married,secondary,no,2747,no,no,cellular,11,sep,9/11/2015,113,1,Life Insurance,80,1,failure,no
1-555-219X,555,43,technician,single,secondary,no,11269,no,no,unknown,29,may,5/29/2015,92,1,Life Insurance,-1,0,unknown,no
1-561-221X,561,34,technician,married,secondary,no,1464,yes,no,unknown,23,may,5/23/2015,350,1,Life Insurance,-1,0,unknown,no
1-564-222X,564,50,technician,married,secondary,no,2497,yes,no,cellular,21,nov,11/21/2015,35,1,Life Insurance,176,1,failure,no
1-566-223X,566,40,technician,married,secondary,no,56,yes,yes,cellular,29,jan,1/29/2015,194,1,Life Insurance,247,1,failure,no
1-573-224X,573,53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,4/16/2015,427,1,Life Insurance,150,1,failure,no
1-576-225X,576,58,retired,married,unknown,no,937,no,no,cellular,5,aug,8/5/2015,155,1,Life Insurance,-1,0,unknown,no
1-577-226X,577,44,services,married,secondary,no,0,yes,yes,cellular,11,may,5/11/2015,161,1,Life Insurance,-1,0,unknown,no
1-578-227X,578,38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,7/21/2015,533,1,Life Insurance,-1,0,unknown,no
1-580-228X,580,33,technician,single,tertiary,no,696,no,yes,cellular,5,feb,2/5/2015,193,1,Life Insurance,176,8,failure,no
1-582-229X,582,28,technician,single,secondary,no,227,no,no,cellular,30,apr,4/30/2015,278,1,Life Insurance,-1,0,unknown,yes
1-592-230X,592,39,technician,married,secondary,no,1048,no,yes,cellular,21,jul,7/21/2015,405,1,Life Insurance,-1,0,unknown,no
1-594-231X,594,31,technician,married,secondary,no,660,no,no,cellular,22,jun,6/22/2015,115,1,Life Insurance,-1,0,unknown,no
1-596-233X,596,28,entrepreneur,married,unknown,no,1034,no,no,cellular,29,jan,1/29/2015,113,1,Life Insurance,-1,0,unknown,no
1-599-234X,599,60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,1/29/2015,188,1,Life Insurance,261,2,failure,no
1-602-235X,602,52,entrepreneur,married,tertiary,no,54,yes,yes,telephone,18,nov,11/18/2015,103,1,Life Insurance,-1,0,unknown,no
1-604-236X,604,32,services,single,secondary,no,2881,no,no,cellular,2,jul,7/2/2015,356,1,Life Insurance,-1,0,unknown,yes
1-605-237X,605,42,blue-collar,married,primary,no,0,yes,no,cellular,17,jul,7/17/2015,71,1,Life Insurance,-1,0,unknown,no
1-607-238X,607,28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,5/28/2015,251,1,Life Insurance,-1,0,unknown,no
1-609-239X,609,51,unemployed,single,tertiary,no,1594,no,no,telephone,4,feb,2/4/2015,197,1,Life Insurance,-1,0,unknown,no
1-610-240X,610,46,technician,married,tertiary,no,342,yes,yes,cellular,5,may,5/5/2015,84,1,Life Insurance,-1,0,unknown,no
1-612-241X,612,32,blue-collar,married,secondary,no,14,yes,no,unknown,2,jun,6/2/2015,171,1,Life Insurance,-1,0,unknown,no
1-615-242X,615,39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,4/9/2015,236,1,Life Insurance,336,1,failure,no
1-616-243X,616,31,blue-collar,married,secondary,no,-45,yes,no,unknown,2,jun,6/2/2015,184,1,Life Insurance,-1,0,unknown,no
1-619-244X,619,30,technician,married,tertiary,no,1570,yes,no,cellular,26,may,5/26/2015,260,1,Life Insurance,-1,0,unknown,no
1-623-245X,623,32,blue-collar,single,secondary,no,-84,yes,no,cellular,11,may,5/11/2015,426,1,Life Insurance,-1,0,unknown,no
1-624-246X,624,40,management,single,tertiary,no,1509,no,no,cellular,12,may,5/12/2015,333,1,Life Insurance,58,3,failure,no
1-627-247X,627,33,management,single,tertiary,no,9449,yes,no,cellular,8,may,5/8/2015,428,1,Life Insurance,-1,0,unknown,no
1-628-248X,628,57,retired,married,secondary,no,374,yes,yes,cellular,16,jul,7/16/2015,236,1,Life Insurance,-1,0,unknown,no
1-630-249X,630,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,12/24/2015,237,1,Life Insurance,206,2,failure,no
1-632-250X,632,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,11/30/2015,107,1,Life Insurance,105,3,failure,no
1-635-251X,635,58,self-employed,divorced,tertiary,no,1382,no,no,unknown,9,jun,6/9/2015,700,1,Life Insurance,-1,0,unknown,yes
1-652-253X,652,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,2/5/2015,197,1,Life Insurance,199,3,failure,no
1-654-254X,654,45,services,married,secondary,no,1343,no,yes,cellular,8,jul,7/8/2015,220,1,Life Insurance,-1,0,unknown,no
1-658-255X,658,64,retired,married,primary,no,43,no,no,cellular,11,mar,3/11/2015,117,1,Life Insurance,91,1,success,no
1-659-256X,659,47,technician,married,secondary,no,57,no,no,cellular,5,may,5/5/2015,253,1,Life Insurance,342,1,success,no
1-661-257X,661,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,4/3/2015,190,1,Life Insurance,133,1,other,no
1-666-258X,666,54,technician,married,secondary,no,0,no,no,telephone,16,nov,11/16/2015,986,1,Life Insurance,94,8,failure,no
1-667-259X,667,32,management,married,tertiary,no,0,no,no,cellular,19,nov,11/19/2015,66,1,Life Insurance,-1,0,unknown,no
1-668-260X,668,55,management,married,primary,no,621,no,yes,cellular,2,feb,2/2/2015,114,1,Life Insurance,208,1,failure,no
1-669-261X,669,55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,7/17/2015,205,1,Life Insurance,-1,0,unknown,no
1-671-262X,671,40,blue-collar,married,secondary,no,11084,no,no,unknown,11,jun,6/11/2015,113,1,Life Insurance,-1,0,unknown,no
1-672-263X,672,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,2/6/2015,200,1,Life Insurance,253,1,failure,no
1-673-264X,673,32,entrepreneur,married,unknown,no,73,yes,no,cellular,21,nov,11/21/2015,158,1,Life Insurance,135,1,failure,no
1-681-265X,681,28,admin.,single,unknown,no,174,no,no,cellular,28,sep,9/28/2015,184,1,Life Insurance,-1,0,unknown,no
1-689-266X,689,80,management,married,primary,no,6483,no,no,telephone,19,oct,10/19/2015,123,1,Life Insurance,-1,0,unknown,no
1-691-267X,691,55,technician,single,secondary,no,3339,yes,no,unknown,2,jun,6/2/2015,63,1,Life Insurance,-1,0,unknown,no
1-692-268X,692,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,6/16/2015,119,1,Life Insurance,-1,0,unknown,no
1-693-269X,693,33,blue-collar,single,primary,no,599,yes,no,unknown,21,may,5/21/2015,29,1,Life Insurance,-1,0,unknown,no
1-697-270X,697,41,self-employed,married,tertiary,no,6000,yes,no,cellular,18,nov,11/18/2015,265,1,Life Insurance,-1,0,unknown,no
1-698-271X,698,34,technician,married,secondary,no,0,yes,no,cellular,15,jul,7/15/2015,144,1,Life Insurance,-1,0,unknown,no
1-700-272X,700,35,entrepreneur,married,tertiary,no,0,no,no,cellular,5,may,5/5/2015,74,1,Life Insurance,168,4,failure,no
1-701-273X,701,29,services,married,secondary,no,3,yes,no,cellular,10,jul,7/10/2015,183,1,Life Insurance,-1,0,unknown,no
1-702-274X,702,40,technician,single,tertiary,no,445,yes,no,cellular,24,jul,7/24/2015,631,1,Life Insurance,-1,0,unknown,no
1-705-275X,705,59,retired,married,unknown,no,1033,no,no,unknown,11,jun,6/11/2015,1199,1,Life Insurance,-1,0,unknown,yes
1-707-276X,707,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,8/19/2015,264,1,Life Insurance,-1,0,unknown,no
1-708-277X,708,55,retired,married,primary,no,8894,no,no,unknown,11,jun,6/11/2015,262,1,Life Insurance,-1,0,unknown,no
1-709-278X,709,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,5/13/2015,244,1,Life Insurance,-1,0,unknown,no
1-711-279X,711,46,blue-collar,married,primary,no,67,no,no,unknown,24,jun,6/24/2015,9,1,Life Insurance,-1,0,unknown,no
1-714-280X,714,25,student,single,secondary,no,1790,no,no,cellular,17,apr,4/17/2015,224,1,Life Insurance,322,3,failure,no
1-716-281X,716,30,admin.,single,secondary,no,-635,no,no,cellular,25,jul,7/25/2015,250,1,Life Insurance,-1,0,unknown,no
1-721-282X,721,48,entrepreneur,married,tertiary,no,810,no,no,unknown,6,jun,6/6/2015,383,1,Life Insurance,-1,0,unknown,no
1-722-283X,722,31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,5/18/2015,380,1,Life Insurance,-1,0,unknown,no
1-725-284X,725,26,technician,single,secondary,no,455,no,no,cellular,29,jan,1/29/2015,240,1,Life Insurance,182,8,other,no
1-727-285X,727,37,management,single,tertiary,no,509,yes,no,cellular,6,may,5/6/2015,133,1,Life Insurance,-1,0,unknown,no
1-728-286X,728,29,student,single,unknown,no,2929,no,no,cellular,11,aug,8/11/2015,91,1,Life Insurance,-1,0,unknown,no
1-732-287X,732,48,blue-collar,married,primary,no,1092,no,yes,cellular,18,nov,11/18/2015,79,1,Life Insurance,172,8,failure,no
1-733-288X,733,50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,10/28/2015,96,1,Life Insurance,-1,0,unknown,yes
1-736-289X,736,30,services,single,secondary,no,566,no,no,cellular,5,feb,2/5/2015,110,1,Life Insurance,-1,0,unknown,no
1-738-290X,738,36,technician,married,secondary,no,480,no,no,cellular,20,oct,10/20/2015,213,1,Life Insurance,-1,0,unknown,yes
1-739-291X,739,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,2/4/2015,75,1,Life Insurance,273,1,failure,no
1-742-292X,742,28,management,single,secondary,no,1633,no,no,cellular,5,jun,6/5/2015,275,1,Life Insurance,-1,0,unknown,yes
1-743-293X,743,46,services,married,secondary,no,0,yes,no,cellular,22,jun,6/22/2015,154,1,Life Insurance,124,1,other,no
1-745-294X,745,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,4/15/2015,251,1,Life Insurance,-1,0,unknown,no
1-746-295X,746,53,management,married,secondary,no,66,no,yes,telephone,8,jul,7/8/2015,141,1,Life Insurance,-1,0,unknown,no
1-747-296X,747,41,technician,single,secondary,no,-41,yes,yes,cellular,3,apr,4/3/2015,154,1,Life Insurance,-1,0,unknown,no
1-748-297X,748,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,5/7/2015,63,1,Life Insurance,-1,0,unknown,no
1-749-298X,749,35,entrepreneur,married,primary,no,2643,no,yes,cellular,8,jul,7/8/2015,259,1,Life Insurance,-1,0,unknown,no
1-750-299X,750,43,blue-collar,divorced,primary,no,49,yes,no,unknown,9,may,5/9/2015,100,1,Life Insurance,-1,0,unknown,no
1-757-300X,757,48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,6/1/2015,264,1,Life Insurance,-1,0,unknown,yes
